From	To
CD1D1_MOUSE	Cd1d1
LRBA_MOUSE	Lrba
MB212_MOUSE	Mab21l2
SH319_MOUSE	Sh3d19
PRS48_MOUSE	Prss48
F16A1_MOUSE	Fam160a1
GATB_MOUSE	Gatb
TM154_MOUSE	Tmem154
TIGD4_MOUSE	Tigd4
FHDC1_MOUSE	Fhdc1
TRIM2_MOUSE	Trim2
T131L_MOUSE	Tmem131l
TLR2_MOUSE	Tlr2
SFRP2_MOUSE	Sfrp2
FIBB_MOUSE	Fgb
FIBA_MOUSE	Fga
RBM46_MOUSE	Rbm46
NPY2R_MOUSE	Npy2r
MAP9_MOUSE	Map9
ASIC5_MOUSE	Asic5
T23O_MOUSE	Tdo2
CATO_MOUSE	Ctso
PDGFC_MOUSE	Pdgfc
GLRB_MOUSE	Glrb
GRIA2_MOUSE	Gria2
TM144_MOUSE	Tmem144
RXFP1_MOUSE	Rxfp1
ETFD_MOUSE	Etfdh
PPID_MOUSE	Ppid
FNIP2_MOUSE	Fnip2
FSTL5_MOUSE	Fstl5
GOLI4_MOUSE	Golim4
PDC10_MOUSE	Pdcd10
SPI2_MOUSE	Serpini2
CHLE_MOUSE	Bche
SLIK3_MOUSE	Slitrk3
ATRX_MOUSE	Atrx
SPTSB_MOUSE	Sptssb
NMD3_MOUSE	Nmd3
B3GL1_MOUSE	B3galnt1
PPM1L_MOUSE	Ppm1l
ARL14_MOUSE	Arl14
IMA3_MOUSE	Kpna4
SMC4_MOUSE	Smc4
IFT80_MOUSE	Ift80
IL12A_MOUSE	Il12a
SCHI1_MOUSE	Schip1
IQCJ_MOUSE	Iqcj
P2RY4_MOUSE	P2ry4
MFSD1_MOUSE	Mfsd1
LXN_MOUSE	Lxn
EFGM_MOUSE	Gfm1
MLF1_MOUSE	Mlf1
RSRC1_MOUSE	Rsrc1
SHOX2_MOUSE	Shox2
MELT_MOUSE	Veph1
PTX3_MOUSE	Ptx3
CCNL1_MOUSE	Ccnl1
PARPT_MOUSE	Tiparp
SSRG_MOUSE	Ssr3
KCAB1_MOUSE	Kcnab1
GUAA_MOUSE	Gmps
SYN3_MOUSE	Syn3
TIMP3_MOUSE	Timp3
FBX7_MOUSE	Fbxo7
BPIFC_MOUSE	Bpifc
RTCB_MOUSE	Rtcb
PWP1_MOUSE	Pwp1
BTBDB_MOUSE	Btbd11
CRY1_MOUSE	Cry1
MTEF2_MOUSE	Mterf2
TM263_MOUSE	Tmem263
FHL1_MOUSE	Fhl1
RIC8B_MOUSE	Ric8b
RFX4_MOUSE	Rfx4
RPC2_MOUSE	Polr3b
T11L2_MOUSE	Tcp11l2
CKAP4_MOUSE	Ckap4
NUAK1_MOUSE	Nuak1
DP13B_MOUSE	Appl2
WASC4_MOUSE	Washc4
AL1L2_MOUSE	Aldh1l2
CL045_MOUSE	D10Wsu102e
S41A2_MOUSE	Slc41a2
TRXR1_MOUSE	Txnrd1
HCFC1_MOUSE	Hcfc1
GL8D2_MOUSE	Glt8d2
TDG_MOUSE	Tdg
ENPL_MOUSE	Hsp90b1
TTC41_MOUSE	Ttc41
STAB2_MOUSE	Stab2
ASCL1_MOUSE	Ascl1
PH4H_MOUSE	Pah
IGF1_MOUSE	Igf1
MCH_MOUSE	Pmch
PARI_MOUSE	Parpbp
NUP37_MOUSE	Nup37
DRAM1_MOUSE	Dram1
GNPTA_MOUSE	Gnptab
SPIC_MOUSE	Spic
ARL1_MOUSE	Arl1
UTP20_MOUSE	Utp20
SC5A8_MOUSE	Slc5a8
ANO4_MOUSE	Ano4
GA2L3_MOUSE	Gas2l3
SCYL2_MOUSE	Scyl2
ARP6_MOUSE	Actr6
ANS1B_MOUSE	Anks1b
APAF_MOUSE	Apaf1
IKIP_MOUSE	Ikbip
LAP2A_MOUSE	Tmpo
NEDD1_MOUSE	Nedd1
CFA54_MOUSE	Cfap54
CDK17_MOUSE	Cdk17
LKHA4_MOUSE	Lta4h
HUTH_MOUSE	Hal
HUTI_MOUSE	Amdhd1
CCD38_MOUSE	Ccdc38
NET4_MOUSE	Ntn4
UBP44_MOUSE	Usp44
MAP2_MOUSE	Metap2
VEZA_MOUSE	Vezt
FGD6_MOUSE	Fgd6
TMCC3_MOUSE	Tmcc3
CEP83_MOUSE	Cep83
PLXC1_MOUSE	Plxnc1
CRADD_MOUSE	Cradd
SOCS2_MOUSE	Socs2
RM42_MOUSE	Mrpl42
UBE2N_MOUSE	Ube2n
NUDT4_MOUSE	Nudt4
EEA1_MOUSE	Eea1
BTG1_MOUSE	Btg1
LUM_MOUSE	Lum
KERA_MOUSE	Kera
EPYC_MOUSE	Epyc
CCER1_MOUSE	Ccer1
AT2B1_MOUSE	Atp2b1
GALT4_MOUSE	Galnt4
DUS6_MOUSE	Dusp6
SCF_MOUSE	Kitlg
TMTC3_MOUSE	Tmtc3
NEUT_MOUSE	Nts
RASF9_MOUSE	Rassf9
LRIQ1_MOUSE	Lrriq1
TMTC2_MOUSE	Tmtc2
MET25_MOUSE	Mettl25
TAP26_MOUSE	Ccdc59
ACSS3_MOUSE	Acss3
LIN7A_MOUSE	Lin7a
MYF5_MOUSE	Myf5
MYF6_MOUSE	Myf6
PTPRQ_MOUSE	Ptprq
OTOGL_MOUSE	Otogl
MYPT1_MOUSE	Ppp1r12a
PAWR_MOUSE	Pawr
SYT1_MOUSE	Syt1
E2F7_MOUSE	E2f7
CSRP2_MOUSE	Csrp2
ZDH17_MOUSE	Zdhhc17
OSBL8_MOUSE	Osbpl8
NP1L1_MOUSE	Nap1l1
KRR1_MOUSE	Krr1
GLIP1_MOUSE	Glipr1
GRPL2_MOUSE	Glipr1l2
CAYP2_MOUSE	Caps2
KCNC2_MOUSE	Kcnc2
A7L3B_MOUSE	Atxn7l3b
TRHDE_MOUSE	Trhde
TPH2_MOUSE	Tph2
TMM19_MOUSE	Tmem19
LGR5_MOUSE	Lgr5
TSN8_MOUSE	Tspan8
PTPRR_MOUSE	Ptprr
TAF7L_MOUSE	Taf7l
PTPRB_MOUSE	Ptprb
KCMB4_MOUSE	Kcnmb4
CNOT2_MOUSE	Cnot2
MRFL_MOUSE	Myrfl
RAB3I_MOUSE	Rab3ip
BEST3_MOUSE	Best3
FRS2_MOUSE	Frs2
YETS4_MOUSE	Yeats4
LYZ1_MOUSE	Lyz1
TESP1_MOUSE	Tespa1
NDF4_MOUSE	Neurod4
ITA7_MOUSE	Itga7
BL1S1_MOUSE	Bloc1s1
GDF11_MOUSE	Gdf11
ORML2_MOUSE	Ormdl2
DJC14_MOUSE	Dnajc14
DGKA_MOUSE	Dgka
PMEL_MOUSE	Pmel
CDK2_MOUSE	Cdk2
RAB5B_MOUSE	Rab5b
SUOX_MOUSE	Suox
ERBB3_MOUSE	Erbb3
ZC3HA_MOUSE	Zc3h10
ESYT1_MOUSE	Esyt1
S39A5_MOUSE	Slc39a5
ANR52_MOUSE	Ankrd52
PAN2_MOUSE	Pan2
IL23A_MOUSE	Il23a
TIM_MOUSE	Timeless
MIP_MOUSE	Mip
SPRY4_MOUSE	Spryd4
RBMS2_MOUSE	Rbms2
NACAM_MOUSE	Naca
H17B6_MOUSE	Hsd17b6
DR9C7_MOUSE	Sdr9c7
RDH7_MOUSE	Rdh7
GP182_MOUSE	Gpr182
MYO1A_MOUSE	Myo1a
NEMP1_MOUSE	Nemp1
NAB2_MOUSE	Nab2
STAT6_MOUSE	Stat6
GLYM_MOUSE	Shmt2
INHBC_MOUSE	Inhbc
INHBE_MOUSE	Inhbe
GLI1_MOUSE	Gli1
SYMC_MOUSE	Mars
DDIT3_MOUSE	Ddit3
MBD6_MOUSE	Mbd6
DCTN2_MOUSE	Dctn2
KIF5A_MOUSE	Kif5a
PI42C_MOUSE	Pip4k2c
DTX3_MOUSE	Dtx3
ARHGP_MOUSE	Arhgef25
B4GN1_MOUSE	B4galnt1
OS9_MOUSE	Os9
AGAP2_MOUSE	Agap2
TSN31_MOUSE	Tspan31
CDK4_MOUSE	Cdk4
MARH9_MOUSE	March9
CP27B_MOUSE	Cyp27b1
EFTS_MOUSE	Tsfm
AVIL_MOUSE	Avil
ATP23_MOUSE	Atp23
LRIG3_MOUSE	Lrig3
MOT2_MOUSE	Slc16a7
MON2_MOUSE	Mon2
PPM1H_MOUSE	Ppm1h
HIG1C_MOUSE	Higd1c
V1AR_MOUSE	Avpr1a
RXLT1_MOUSE	Rxylt1
SRGP1_MOUSE	Srgap1
XPOT_MOUSE	Xpot
TBK1_MOUSE	Tbk1
RASF3_MOUSE	Rassf3
GNS_MOUSE	Gns
TBC30_MOUSE	Tbc1d30
WIF1_MOUSE	Wif1
MAN1_MOUSE	Lemd3
MSRB3_MOUSE	Msrb3
LFG4_MOUSE	Tmbim4
IRAK3_MOUSE	Irak3
HELB_MOUSE	Helb
CAND1_MOUSE	Cand1
DYRK2_MOUSE	Dyrk2
IFNG_MOUSE	Ifng
IL22_MOUSE	Il22
MDM1_MOUSE	Mdm1
NU107_MOUSE	Nup107
MDM2_MOUSE	Mdm2
CBPM_MOUSE	Cpm
CPSF6_MOUSE	Cpsf6
ERAP1_MOUSE	Erap1
ICAL_MOUSE	Cast
NEC1_MOUSE	Pcsk1
ELL2_MOUSE	Ell2
GLRX1_MOUSE	Glrx
RHBT3_MOUSE	Rhobtb3
SPAT9_MOUSE	Spata9
RFESD_MOUSE	Rfesd
GP150_MOUSE	Gpr150
ARSK_MOUSE	Arsk
MCTP1_MOUSE	Mctp1
SLF1_MOUSE	Slf1
F172A_MOUSE	Fam172a
PO5F2_MOUSE	Pou5f2
COT1_MOUSE	Nr2f1
ARRD3_MOUSE	Arrdc3
RS30_MOUSE	Fau
LYSM3_MOUSE	Lysmd3
RPC7_MOUSE	Polr3g
MBLC2_MOUSE	Mblac2
CETN3_MOUSE	Cetn3
MEF2C_MOUSE	Mef2c
T161B_MOUSE	Tmem161b
CCNH_MOUSE	Ccnh
EDIL3_MOUSE	Edil3
HPLN1_MOUSE	Hapln1
CSPG2_MOUSE	Vcan
XRCC4_MOUSE	Xrcc4
VAS1_MOUSE	Atp6ap1
ATG10_MOUSE	Atg10
SSBP2_MOUSE	Ssbp2
ACO12_MOUSE	Acot12
ZCHC9_MOUSE	Zcchc9
KCRS_MOUSE	Ckmt2
RGRF2_MOUSE	Rasgrf2
MSH3_MOUSE	Msh3
DYR_MOUSE	Dhfr
AN34B_MOUSE	Ankrd34b
ZFY16_MOUSE	Zfyve16
SPZ1_MOUSE	Spz1
SERC5_MOUSE	Serinc5
TSP4_MOUSE	Thbs4
CMYA5_MOUSE	Cmya5
GLD2_MOUSE	Tent2
HOME1_MOUSE	Homer1
JMY_MOUSE	Jmy
BHMT1_MOUSE	Bhmt
BHMT2_MOUSE	Bhmt2
M2GD_MOUSE	Dmgdh
ARSB_MOUSE	Arsb
LHPL2_MOUSE	Lhfpl2
SCAM1_MOUSE	Scamp1
AP3B1_MOUSE	Ap3b1
TBCA_MOUSE	Tbca
OTP_MOUSE	Otp
WDR41_MOUSE	Wdr41
PDE8B_MOUSE	Pde8b
AGGF1_MOUSE	Aggf1
CRHBP_MOUSE	Crhbp
PAR2_MOUSE	F2rl1
IQGA2_MOUSE	Iqgap2
PAR3_MOUSE	F2rl2
SV2C_MOUSE	Sv2c
POC5_MOUSE	Poc5
POLK_MOUSE	Polk
C43BP_MOUSE	Col4a3bp
HMDH_MOUSE	Hmgcr
GCNT4_MOUSE	Gcnt4
F169A_MOUSE	Fam169a
RRF2M_MOUSE	Gfm2
HEXB_MOUSE	Hexb
ENC1_MOUSE	Enc1
RM20_MOUSE	Mrpl20
ARG28_MOUSE	Arhgef28
UTP15_MOUSE	Utp15
ANRA2_MOUSE	Ankra2
FOXD1_MOUSE	Foxd1
TM174_MOUSE	Tmem174
TM171_MOUSE	Tmem171
FCHO2_MOUSE	Fcho2
TNPO1_MOUSE	Tnpo1
H2BV_MOUSE	Subh2bv
ZN366_MOUSE	Znf366
PTCD2_MOUSE	Ptcd2
RT27_MOUSE	Mrps27
MAP1B_MOUSE	Map1b
CART_MOUSE	Cartpt
MCCB_MOUSE	Mccc2
BDP1_MOUSE	Bdp1
SMN_MOUSE	Smn1
BIR1B_MOUSE	Naip2
BIR1F_MOUSE	Naip6
BIR1A_MOUSE	Naip1
TF2H2_MOUSE	Gtf2h2
OCLN_MOUSE	Ocln
RAD17_MOUSE	Rad17
KAD6_MOUSE	Ak6
CDK7_MOUSE	Cdk7
RT36_MOUSE	Mrps36
CENPH_MOUSE	Cenph
ZNT5_MOUSE	Slc30a5
P85A_MOUSE	Pik3r1
TMED2_MOUSE	Tmed2
CD180_MOUSE	Cd180
MAST4_MOUSE	Mast4
SREK1_MOUSE	Srek1
ERBIN_MOUSE	Erbin
NEUL_MOUSE	Nln
SHLD3_MOUSE	Shld3
TRI23_MOUSE	Trim23
PPWD1_MOUSE	Ppwd1
CWC27_MOUSE	Cwc27
SR1IP_MOUSE	Srek1ip1
SHL2B_MOUSE	Shisal2b
R7BP_MOUSE	Rgs7bp
RN180_MOUSE	Rnf180
5HT1A_MOUSE	Htr1a
IPO11_MOUSE	Ipo11
DIM1_MOUSE	Dimt1
KIF2A_MOUSE	Kif2a
ZSWM6_MOUSE	Zswim6
SIM15_MOUSE	Smim15
NDUF2_MOUSE	Ndufaf2
ERCC8_MOUSE	Ercc8
ELOV7_MOUSE	Elovl7
DEP1B_MOUSE	Depdc1b
PDE4D_MOUSE	Pde4d
RAB3C_MOUSE	Rab3c
PLK2_MOUSE	Plk2
WIPI4_MOUSE	Wdr45
GPBP1_MOUSE	Gpbp1
MIER3_MOUSE	Mier3
M3K1_MOUSE	Map3k1
ANR55_MOUSE	Ankrd55
IL6RB_MOUSE	Il6st
IL31R_MOUSE	Il31ra
DDX4_MOUSE	Ddx4
S38A9_MOUSE	Slc38a9
PLPP1_MOUSE	Plpp1
DHX29_MOUSE	Dhx29
MCIN_MOUSE	Mcidas
GPX8_MOUSE	Gpx8
GRAA_MOUSE	Gzma
GRAK_MOUSE	Gzmk
ESM1_MOUSE	Esm1
SNX18_MOUSE	Snx18
HSPB3_MOUSE	Hspb3
ARL15_MOUSE	Arl15
NDUS4_MOUSE	Ndufs4
FST_MOUSE	Fst
MOC2B_MOUSE	Mocs2
ITA2_MOUSE	Itga2
ITA1_MOUSE	Itga1
PELO_MOUSE	Pelo
ISL1_MOUSE	Isl1
PARP8_MOUSE	Parp8
EMB_MOUSE	Emb
HCN1_MOUSE	Hcn1
RT30_MOUSE	Mrps30
FGF10_MOUSE	Fgf10
NNTM_MOUSE	Nnt
HMCS1_MOUSE	Hmgcs1
NIM1_MOUSE	Nim1k
ZN131_MOUSE	Znf131
SEPP1_MOUSE	Selenop
GHR_MOUSE	Ghr
SCOT1_MOUSE	Oxct1
PLCX3_MOUSE	Plcxd3
CO9_MOUSE	C9
CO8A_MOUSE	C8a
TTC33_MOUSE	Ttc33
PE2R4_MOUSE	Ptger4
DAB2_MOUSE	Dab2
FYB1_MOUSE	Fyb1
RICTR_MOUSE	Rictor
OSMR_MOUSE	Osmr
LIFR_MOUSE	Lifr
EGFLA_MOUSE	Egflam
GDNF_MOUSE	Gdnf
WDR70_MOUSE	Wdr70
NU155_MOUSE	Nup155
CPLN1_MOUSE	Cplane1
NIPBL_MOUSE	Nipbl
EAA1_MOUSE	Slc1a3
RNB3L_MOUSE	Ranbp3l
NAKD2_MOUSE	Nadk2
LMBD2_MOUSE	Lmbrd2
GOGA7_MOUSE	Golga7
UD3A2_MOUSE	Ugt3a2
UD3A1_MOUSE	Ugt3a1
IL7RA_MOUSE	Il7r
SPEF2_MOUSE	Spef2
PRLR_MOUSE	Prlr
DJC21_MOUSE	Dnajc21
BRX1_MOUSE	Brix1
RAD1_MOUSE	Rad1
TT23L_MOUSE	Ttc23l
RAI14_MOUSE	Rai14
C1QT3_MOUSE	C1qtnf3
AMACR_MOUSE	Amacr
S45A2_MOUSE	Slc45a2
RL3R1_MOUSE	Rxfp3
ATS12_MOUSE	Adamts12
SYTC_MOUSE	Tars
ANPRC_MOUSE	Npr3
TCP4_MOUSE	Sub1
MTMRC_MOUSE	Mtmr12
GOLP3_MOUSE	Golph3
RNC_MOUSE	Drosha
CADH6_MOUSE	Cdh6
CADH9_MOUSE	Cdh9
CAD10_MOUSE	Cdh10
TIPIN_MOUSE	Tipin
CAD12_MOUSE	Cdh12
BASP1_MOUSE	Basp1
MYO10_MOUSE	Myo10
RETR1_MOUSE	Retreg1
ZN622_MOUSE	Znf622
MARHB_MOUSE	March11
FBXL7_MOUSE	Fbxl7
ANKH_MOUSE	Ankh
OTUL_MOUSE	Otulin
CTND2_MOUSE	Ctnnd2
AN33B_MOUSE	Ankrd33b
ROP1L_MOUSE	Ropn1l
MARH6_MOUSE	March6
CMBL_MOUSE	Cmbl
TCPE_MOUSE	Cct5
SEM5A_MOUSE	Sema5a
ZN728_MOUSE	Znf728
F10A1_MOUSE	St13
MTRR_MOUSE	Mtrr
FAKD3_MOUSE	Fastkd3
ADCY2_MOUSE	Adcy2
PAPD7_MOUSE	Tent4a
S5A1_MOUSE	Srd5a1
NSUN2_MOUSE	Nsun2
U2QL1_MOUSE	Ube2ql1
MED10_MOUSE	Med10
ICE1_MOUSE	Ice1
ATS16_MOUSE	Adamts16
IRX1_MOUSE	Irx1
IRX2_MOUSE	Irx2
IRX4_MOUSE	Irx4
NDUS6_MOUSE	Ndufs6
RM36_MOUSE	Mrpl36
PCAT1_MOUSE	Lpcat1
SC6A3_MOUSE	Slc6a3
CLP1L_MOUSE	Clptm1l
S6A18_MOUSE	Slc6a18
S6A19_MOUSE	Slc6a19
S12A7_MOUSE	Slc12a7
NKD2_MOUSE	Nkd2
PCH2_MOUSE	Trip13
BRD9_MOUSE	Brd9
CEP72_MOUSE	Cep72
AHRR_MOUSE	Ahrr
PDCD6_MOUSE	Pdcd6
SDHA_MOUSE	Sdha
PAFA2_MOUSE	Pafah2
PAQR7_MOUSE	Paqr7
AUNIP_MOUSE	Aunip
MFR1L_MOUSE	Mtfr1l
SELN_MOUSE	Selenon
ARH_MOUSE	Ldlrap1
MACOI_MOUSE	Maco1
RHD_MOUSE	Rhd
TM50A_MOUSE	Tmem50a
SYF2_MOUSE	Syf2
RUNX3_MOUSE	Runx3
CLIC4_MOUSE	Clic4
SRRM1_MOUSE	Srrm1
NCMAP_MOUSE	Ncmap
RCAN3_MOUSE	Rcan3
STPG1_MOUSE	Stpg1
GRHL3_MOUSE	Grhl3
I22R1_MOUSE	Il22ra1
AT5G1_MOUSE	Atp5mc1
CNR2_MOUSE	Cnr2
GALE_MOUSE	Gale
ELOA1_MOUSE	Eloa
ID3_MOUSE	Id3
E2F2_MOUSE	E2f2
ASAP3_MOUSE	Asap3
5HT1D_MOUSE	Htr1d
LUZP1_MOUSE	Luzp1
KDM1A_MOUSE	Kdm1a
EPHB2_MOUSE	Ephb2
C1QB_MOUSE	C1qb
EPHA8_MOUSE	Epha8
WNT4_MOUSE	Wnt4
CEL3B_MOUSE	Cela3b
PGBM_MOUSE	Hspg2
UBP48_MOUSE	Usp48
RPGP1_MOUSE	Rap1gap
PPBT_MOUSE	Alpl
ECE1_MOUSE	Ece1
IF4G3_MOUSE	Eif4g3
HP1B3_MOUSE	Hp1bp3
SH2D5_MOUSE	Sh2d5
KIF17_MOUSE	Kif17
OST48_MOUSE	Ddost
PINK1_MOUSE	Pink1
CDD_MOUSE	Cda
FA43A_MOUSE	Fam43a
MUL1_MOUSE	Mul1
VW5B1_MOUSE	Vwa5b1
UBX10_MOUSE	Ubxn10
PA2GC_MOUSE	Pla2g2c
PA2GF_MOUSE	Pla2g2f
PA2GD_MOUSE	Pla2g2d
PA2G5_MOUSE	Pla2g5
PA2GE_MOUSE	Pla2g2e
OTUD3_MOUSE	Otud3
RN186_MOUSE	Rnf186
TMCO4_MOUSE	Tmco4
5HT6R_MOUSE	Htr6
CAPZB_MOUSE	Capzb
LAAT1_MOUSE	Pqlc2
ARK72_MOUSE	Akr7a2
MRT4_MOUSE	Mrto4
EMC1_MOUSE	Emc1
UBR4_MOUSE	Ubr4
TS1R2_MOUSE	Tas1r2
PAX7_MOUSE	Pax7
KLD7A_MOUSE	Klhdc7a
IGS21_MOUSE	Igsf21
ARGAL_MOUSE	Arhgef10l
PADI6_MOUSE	Padi6
PADI4_MOUSE	Padi4
PADI3_MOUSE	Padi3
PADI1_MOUSE	Padi1
PADI2_MOUSE	Padi2
SDHB_MOUSE	Sdhb
AT132_MOUSE	Atp13a2
NECP2_MOUSE	Necap2
SPT21_MOUSE	Spata21
FBX42_MOUSE	Fbxo42
EPHA2_MOUSE	Epha2
CLCKB_MOUSE	Clcnkb
HSPB7_MOUSE	Hspb7
ZBT17_MOUSE	Zbtb17
MINT_MOUSE	Spen
TMM82_MOUSE	Tmem82
S2534_MOUSE	Slc25a34
PKHM2_MOUSE	Plekhm2
DDI2_MOUSE	Ddi2
SPEB_MOUSE	Agmat
DJC16_MOUSE	Dnajc16
CASP9_MOUSE	Casp9
FHAD1_MOUSE	Fhad1
TMM51_MOUSE	Tmem51
KAZRN_MOUSE	Kazn
PDPN_MOUSE	Pdpn
LRC38_MOUSE	Lrrc38
SYF1_MOUSE	Xab2
ADCL3_MOUSE	Aadacl3
DHRS3_MOUSE	Dhrs3
TNR1B_MOUSE	Tnfrsf1b
TNR8_MOUSE	Tnfrsf8
MIIP_MOUSE	Miip
MFN2_MOUSE	Mfn2
PLOD1_MOUSE	Plod1
K2013_MOUSE	Kiaa2013
ANF_MOUSE	Nppa
CLCN6_MOUSE	Clcn6
MTHR_MOUSE	Mthfr
ATRAP_MOUSE	Agtrap
MD2L2_MOUSE	Mad2l2
FBX6_MOUSE	Fbxo6
FBX44_MOUSE	Fbxo44
DISP3_MOUSE	Disp3
UBIA1_MOUSE	Ubiad1
MTOR_MOUSE	Mtor
ANGL7_MOUSE	Angptl7
EXOSX_MOUSE	Exosc10
TADBP_MOUSE	Tardbp
CASZ1_MOUSE	Casz1
PEX14_MOUSE	Pex14
CENPS_MOUSE	Cenps
UBE4B_MOUSE	Ube4b
NMNA1_MOUSE	Nmnat1
LZIC_MOUSE	Lzic
CNBP1_MOUSE	Ctnnbip1
CSTN1_MOUSE	Clstn1
PK3CD_MOUSE	Pik3cd
TM201_MOUSE	Tmem201
S2533_MOUSE	Slc25a33
SPSB1_MOUSE	Spsb1
G6PE_MOUSE	H6pd
GP157_MOUSE	Gpr157
GTR7_MOUSE	Slc2a7
CAH6_MOUSE	Ca6
RERE_MOUSE	Rere
CETN2_MOUSE	Cetn2
S45A1_MOUSE	Slc45a1
ERRFI_MOUSE	Errfi1
PARK7_MOUSE	Park7
UTS2_MOUSE	Uts2
CMTA1_MOUSE	Camta1
DJC11_MOUSE	Dnajc11
THAP3_MOUSE	Thap3
PHF13_MOUSE	Phf13
KLH21_MOUSE	Klhl21
TZAP_MOUSE	Zbtb48
TS1R1_MOUSE	Tas1r1
NOL9_MOUSE	Nol9
PKHG5_MOUSE	Plekhg5
TNR1A_MOUSE	Tnfrsf1a
ESPN_MOUSE	Espn
HES2_MOUSE	Hes2
BACH_MOUSE	Acot7
GP153_MOUSE	Gpr153
HES3_MOUSE	Hes3
ICMT_MOUSE	Icmt
RN207_MOUSE	Rnf207
KCAB2_MOUSE	Kcnab2
NPHP4_MOUSE	Nphp4
AJAP1_MOUSE	Ajap1
CE104_MOUSE	Cep104
LRC47_MOUSE	Lrrc47
CCD27_MOUSE	Ccdc27
P73_MOUSE	Tp73
WRP73_MOUSE	Wrap73
TPRGL_MOUSE	Tprg1l
PRD16_MOUSE	Prdm16
ACTT2_MOUSE	Actrt2
TTC34_MOUSE	Ttc34
MMEL1_MOUSE	Mmel1
HES5_MOUSE	Hes5
PANK4_MOUSE	Pank4
PLCH2_MOUSE	Plch2
PEX10_MOUSE	Pex10
RER1_MOUSE	Rer1
SKI_MOUSE	Ski
FAP20_MOUSE	Faap20
KPCZ_MOUSE	Prkcz
GBRD_MOUSE	Gabrd
CFA74_MOUSE	Cfap74
GBB1_MOUSE	Gnb1
NADK_MOUSE	Nadk
S35E2_MOUSE	Slc35e2a
CD11B_MOUSE	Cdk11b
MIB2_MOUSE	Mib2
FND10_MOUSE	Fndc10
SSU72_MOUSE	Ssu72
TM240_MOUSE	Tmem240
ATAD3_MOUSE	Atad3
VWA1_MOUSE	Vwa1
CCNL2_MOUSE	Ccnl2
MXRA8_MOUSE	Mxra8
DVL1_MOUSE	Dvl1
TS1R3_MOUSE	Tas1r3
CPTP_MOUSE	Cptp
INT11_MOUSE	Ints11
PUSL1_MOUSE	Pusl1
ACAP2_MOUSE	Acap2
UB2J2_MOUSE	Ube2j2
B3GT6_MOUSE	B3galt6
CAB45_MOUSE	Sdf4
TNR18_MOUSE	Tnfrsf18
TTL10_MOUSE	Ttll10
RN223_MOUSE	Rnf223
AGRIN_MOUSE	Agrn
ISG15_MOUSE	Isg15
PERM1_MOUSE	Perm1
NOC2L_MOUSE	Noc2l
SAM11_MOUSE	Samd11
EXTL1_MOUSE	Extl1
ZNT2_MOUSE	Slc30a2
TRI63_MOUSE	Trim63
PDK1L_MOUSE	Pdik1l
F110D_MOUSE	Fam110d
ZN593_MOUSE	Znf593
CNKR2_MOUSE	Cnksr2
UBX11_MOUSE	Ubxn11
ZN683_MOUSE	Znf683
LN28A_MOUSE	Lin28a
DHDDS_MOUSE	Dhdds
KS6A1_MOUSE	Rps6ka1
ARI1A_MOUSE	Arid1a
PIGV_MOUSE	Pigv
GPN2_MOUSE	Gpn2
GPTC3_MOUSE	Gpatch3
NR0B2_MOUSE	Nr0b2
KDF1_MOUSE	Kdf1
TET5B_MOUSE	Tent5b
SL9A1_MOUSE	Slc9a1
WDTC1_MOUSE	Wdtc1
TM222_MOUSE	Tmem222
SYTL1_MOUSE	Sytl1
M3K6_MOUSE	Map3k6
GPR3_MOUSE	Gpr3
WASF2_MOUSE	Wasf2
AHDC1_MOUSE	Ahdc1
FGR_MOUSE	Fgr
FA76A_MOUSE	Fam76a
THMS2_MOUSE	Themis2
RFA2_MOUSE	Rpa2
ASM3B_MOUSE	Smpdl3b
XKR8_MOUSE	Xkr8
EYA3_MOUSE	Eya3
PTAFR_MOUSE	Ptafr
ATIF1_MOUSE	ATP5IF1
SESN2_MOUSE	Sesn2
PHAR4_MOUSE	Phactr4
RCC1_MOUSE	Rcc1
TSAP1_MOUSE	Trnau1ap
RAB42_MOUSE	Rab42
TAF12_MOUSE	Taf12
GMEB1_MOUSE	Gmeb1
YTHD2_MOUSE	Ythdf2
OPRD_MOUSE	Oprd1
41_MOUSE	Epb41
SRSF4_MOUSE	Srsf4
MECR_MOUSE	Mecr
PTPRU_MOUSE	Ptpru
MATN1_MOUSE	Matn1
SDC3_MOUSE	Sdc3
PUM1_MOUSE	Pum1
NKAI1_MOUSE	Nkain1
SNR40_MOUSE	Snrnp40
NO40_MOUSE	Zcchc17
FABPH_MOUSE	Fabp3
SERC2_MOUSE	Serinc2
H3C_MOUSE	H3f3c
OX1R_MOUSE	Hcrtr1
PEF1_MOUSE	Pef1
AGRB2_MOUSE	Adgrb2
TXLNA_MOUSE	Txlna
IQCC_MOUSE	Iqcc
TM234_MOUSE	Tmem234
F167B_MOUSE	Fam167b
LCK_MOUSE	Lck
TSSK3_MOUSE	Tssk3
BSDC1_MOUSE	Bsdc1
ZBT8B_MOUSE	Zbtb8b
ZBT8A_MOUSE	Zbtb8a
ARCH_MOUSE	Zbtb8os
RBBP4_MOUSE	Rbbp4
SYNCI_MOUSE	Sync
K1522_MOUSE	Kiaa1522
SYYC_MOUSE	Yars
S1PBP_MOUSE	S100pbp
FNDC5_MOUSE	Fndc5
HPCA_MOUSE	Hpca
TMM54_MOUSE	Tmem54
RN19B_MOUSE	Rnf19b
